facility_code,facility_name,county_name,district,facility_type,ownership,beds,cots,open_24_hours,open_weekends,operational_status,latitude,longitude
20080,St Anselmo Medical Clinic,Nairobi,Embakasi West,Medical Clinic,Private Practice - General Practitioner,3,1,f,f,Operational,-1.286389,36.817223
15626,St Anthony Lemek Dispensary,Narok,Narok South,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,12,0,f,f,Operational,-1.083333,35.866667
17203,St Anthony Medical Clinic,Kiambu,Limuru,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.166667,36.833333
15628,St Antony Health Centre,Nakuru,Nakuru North,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,12,4,f,f,Operational,-0.303099,36.080026
18113,St Antony Medical Clinic,Embu,Manyatta,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.533333,37.45
15627,St Antony's Abossi Health Centre,Narok,Trans Mara East,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,32,15,f,f,Operational,-1.083333,35.866667
15629,St Augustine Youth Friendly Centre,Turkana,Turkana Central,VCT Centre (Stand-Alone),Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,3.116667,35.6
13822,St Barbara Mosocho Health Centre,Kisii,Kisii Central,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,25,6,f,f,Operational,-0.683333,34.766667
18115,St Basil's Catholic Dispensary,Embu,Manyatta,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-0.533333,37.45
16526,St Bennedticto Health Centre,Kilifi,Malindi,Medical Clinic,Private Enterprise (Institution),18,2,f,f,Operational,-3.216667,40.116667
15630,St Boniface Dispensary,Nandi,Nandi Central,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,0.166667,35.133333
13199,St Bridget's Mother & Child,Nairobi,Starehe,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-1.286389,36.817223
14661,St Bridgit Kalemunyang Dispensary,Turkana,Loima,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,2,1,f,f,Operational,3.116667,35.6
15632,St Brigitas Health Centre,Uasin Gishu,Wareng,Health Centre,Other Faith Based,0,0,f,f,Operational,0.514277,35.269779
19615,St Camillus Health Centres,Kiambu,Gatundu,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,10,2,f,f,Operational,-1.166667,36.833333
20914,St Cathene Ichuni Mission,Kisii,Masaba South,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-0.683333,34.766667
13200,St Catherine's Health Centre,Nairobi,Dagoretti North,Health Centre,Private Enterprise (Institution),6,0,f,f,Operational,-1.286389,36.817223
15634,St Catherine's Napetet Dispensary,Turkana,Turkana Central,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,3.116667,35.6
11030,St Charles Lwanga Dispensary,Kiambu,Limuru,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-1.166667,36.833333
15957,St Charles Lwanga Health Centre,Kakamega,Lugari,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,9,0,f,f,Operational,0.284767,34.752308
18405,St Christopher Dispensary,Kajiado,Kajiado North,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,4,0,f,f,Operational,-1.286389,36.817223
16137,St Claire Dispensary,Busia,Nambale,Medical Clinic,Other Faith Based,0,0,f,f,Operational,0.46,34.11
14104,St Clare Bolo Health Centre,Kisumu,Nyakach,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,19,8,f,f,Operational,-0.10221,34.761711
15635,St Clare Dispensary,Nakuru,Molo,Dispensary,Other Faith Based,5,0,f,f,Operational,-0.303099,36.080026
18465,St Clare Medical Clinic,Nairobi,Embakasi South,Medical Clinic,Private Practice - Nurse / Midwife,6,2,f,f,Operational,-1.286389,36.817223
14105,St Consolata Clinic,Kisumu,Kisumu East,Medical Clinic,Private Enterprise (Institution),16,5,f,f,Operational,-0.10221,34.761711
16138,St Damiano Nursing Home,Bungoma,Bungoma South,Nursing Home,Kenya Episcopal Conference-Catholic Secretariat,38,0,f,f,Operational,0.566667,34.566667
11031,St David Medical Clinic,Nyandarua,Kipipiri,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,-0.183333,36.366667
12746,St David's Health Care,Machakos,Machakos,Medical Clinic,Private Practice - Nurse / Midwife,2,0,f,f,Operational,-1.516667,37.266667
19896,St Eliza Medical Clinic,Nairobi,Langata,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.286389,36.817223
14106,St Elizabeth Chiga Health Centre,Kisumu,Kisumu East,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,24,0,f,f,Operational,-0.10221,34.761711
15636,St Elizabeth Health Centre,Narok,Narok South,Health Centre,Other Faith Based,12,12,f,f,Operational,-1.083333,35.866667
15089,St Elizabeth Lorugum Health Centre,Turkana,Loima,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,16,1,f,f,Operational,3.116667,35.6
13739,St Elizabeth Lwak Mission Health Centre,Siaya,Rarieda,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,50,2,f,f,Operational,0.066667,34.283333
11813,St Elizabeth Medical Clinic Bakarani,Mombasa,Kisauni,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-4.043477,39.668205
14489,St Faith Medical Clinic (Kimana),Kajiado,Loitoktok,Medical Clinic,Private Practice - Nurse / Midwife,4,0,f,f,Operational,-1.85,36.783333
13201,St Florence Medical Care Health Centre,Nairobi,Westlands,Medical Clinic,Private Enterprise (Institution),12,0,f,f,Operational,-1.286389,36.817223
17943,St Francis Community Hospital (Kasarani),Nairobi,Kasarani,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,100,4,f,f,Operational,-1.286389,36.817223
20262,ST Francis dispensary,Machakos,Machakos,Dispensary,Other Faith Based,2,1,f,f,Operational,-1.516667,37.266667
19828,St Francis Health Clinic,Kiambu,Kiambu,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-1.166667,36.833333
12749,St Francis Medical Clinic (Machakos),Machakos,Machakos,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Not-Operational,-1.516667,37.266667
18542,St Francis of Assisi Dispensary,Kiambu,Ruiru,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-1.166667,36.833333
15640,St Francis Tinga Health Centre (Kipkelion),Kericho,Kipkelion,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,30,0,f,f,Operational,-0.366667,35.283333
11034,St Gabriel Health Centre,Kiambu,Gatundu,Health Centre,Other Faith Based,20,5,f,f,Operational,-1.166667,36.833333
11816,St Hillarias Medical Clinic,Mombasa,Changamwe,Medical Clinic,Private Enterprise (Institution),4,2,f,f,Operational,-4.043477,39.668205
11035,St James Angilcan Church of Kenya Kiaritha Dispens,Kirinyaga,Kirinyaga Central,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.5,37.283333
19121,St James Clinic,Kitui,Kitui Central,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.366667,38.016667
19299,St James Medical Centre,Nairobi,Roysambu,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,-1.286389,36.817223
19033,St James Medical Clinic,Nairobi,Kibra,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-1.286389,36.817223
16685,St James Medical Clinic,Nakuru,Molo,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,-0.303099,36.080026
16870,St Jane Nursing Home,Kisumu,Nyakach,Nursing Home,Other Faith Based,15,5,f,f,Operational,-0.10221,34.761711
19729,St John Afya Bora Medical Clinic,Murang'a,Kiharu,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.716667,37.15
15643,St John Cottage Health Centre,Nakuru,Nakuru North,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,8,2,f,f,Operational,-0.303099,36.080026
13205,St John Hospital,Nairobi,Roysambu,Other Hospital,Private Enterprise (Institution),42,6,f,f,Operational,-1.286389,36.817223
12510,St John Marieni Dispensary,Meru,Meru Central,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,0.05,37.65
20117,St John Medical Clinic,Machakos,Machakos,Medical Clinic,Private Practice - Clinical Officer,2,2,f,f,Operational,-1.516667,37.266667
11038,St John Medical Clinic (Nyeri North),Nyeri,Kieni East,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.416667,36.95
18411,St John Medical Surgical Centre,Laikipia,Laikipia West,Medical Clinic,Private Practice - Nurse / Midwife,10,4,f,f,Operational,0.366667,37.033333
11039,St John Ndururumo Medical Clinic,Laikipia,Nyahururu,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,0.366667,37.033333
17369,St John Orthodox Dispensary Kahuho,Kiambu,Kikuyu,Dispensary,Other Faith Based,0,0,f,f,Operational,-1.166667,36.833333
19741,St John's Clinic,Trans Nzoia,Trans Nzoia West,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,1.016667,34.983333
18408,St John's Community Centre,Nairobi,Kamukunji,Medical Clinic,Other Faith Based,0,0,f,f,Operational,-1.286389,36.817223
18222,St John's Community Clinic Njiru,Nairobi,Kasarani,Medical Clinic,Non-Governmental Organizations,0,0,f,f,Operational,-1.286389,36.817223
17570,St John's Dispensary (Kithoka),Meru,Imenti North,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,0.05,37.65
14109,St John's Karabach Dispensary,Homa Bay,Rachuonyo South,Dispensary,Private Enterprise (Institution),2,0,f,f,Operational,-0.516667,34.45
17036,St John's Nyabite,Nyamira,Nyamira,Medical Clinic,Private Practice - Nurse / Midwife,2,0,f,f,Operational,-0.633333,34.933333
11040,St Johns Thaita (ACK) Dispensary,Kirinyaga,Kirinyaga Central,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.5,37.283333
16882,St Jones &Ring Road Health Clinic,Kisumu,Kisumu East,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,-0.10221,34.761711
11043,St Josef Medical Clinic,Kiambu,Ruiru,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.166667,36.833333
17368,St Joseph (ACK) Kanyariri Dispensary,Kiambu,Kikuyu,Dispensary,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.166667,36.833333
13207,St Joseph (EDARP) Clinic,Nairobi,Kamukunji,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-1.286389,36.817223
17576,St Joseph Brothers,Nyeri,Kieni West,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-0.416667,36.95
11041,St Joseph Catholic Dispensary (Ruiru),Kiambu,Ruiru,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-1.166667,36.833333
15647,St Joseph Hospital,Narok,Trans Mara West - Dikirr,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,200,20,f,f,Operational,-1.083333,35.866667
16995,St Joseph Kavisuni Dispensary,Kitui,Katulani,Dispensary,Other Faith Based,10,0,f,f,Operational,-1.366667,38.016667
19119,St Joseph Medical Clinic Kathiani,Machakos,Kathiani,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.516667,37.266667
18601,St Joseph Mission Dispensary Chumvini,Taita Taveta,Taveta,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,,
13209,St Joseph W Dispensary (Westlands),Nairobi,Westlands,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-1.286389,36.817223
19683,St Joseph's Boys National School Disp,Trans Nzoia,Trans Nzoia West,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,1.016667,34.983333
13210,St Joseph's Dispensary (Dagoretti),Nairobi,Dagoretti South,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-1.286389,36.817223
16248,St Joseph's Dispensary (Machakos),Machakos,Machakos,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,4,0,f,f,Operational,-1.516667,37.266667
19682,St Joseph's Girls High School Disp,Trans Nzoia,Trans Nzoia West,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,1.016667,34.983333
21205,St Joseph's Medical Clinic,Machakos,Matungulu,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.286389,36.817223
14111,St Joseph's Obaga Dispensary,Siaya,Rarieda,Dispensary,Ministry of Health,1,0,f,f,Operational,0.066667,34.283333
11817,St Joseph's Shelter of Hope,Taita Taveta,Voi,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,,
17169,St Luke Medical Centre,Nakuru,Nakuru North,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-0.303099,36.080026
11818,St Luke's (ACK) Hospital Kaloleni,Kilifi,Kaloleni,Other Hospital,Other Faith Based,72,7,f,f,Operational,-3.633333,39.85
12759,St Lukes Cottage Hospital,Meru,Meru Central,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,23,1,f,f,Operational,0.05,37.65
14116,St Luke's Health Centre (Mbita),Homa Bay,Mbita,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,8,0,f,f,Operational,-0.516667,34.45
18776,St Lukes Orthopaedic and Trauma Hospital,Uasin Gishu,Eldoret East,Other Hospital,Private Practice - Medical Specialist,60,0,f,f,Operational,0.514277,35.269779
18303,St Luke's The Physician Medical Centre,Kiambu,Ruiru,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.166667,36.833333
17391,St Mac's Hospital,Nairobi,Kibra,Dispensary,Community,3,0,f,f,Operational,-1.286389,36.817223
18606,St Mark Medical Clinic,Nakuru,Nakuru,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.303099,36.080026
19657,St Mark Medical Clinic,Kiambu,Kiambu,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,-1.166667,36.833333
18047,St Marks,Nyeri,Kieni East,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-0.416667,36.95
12761,St Marks Dispensary (Kariene),Meru,Meru Central,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,0.05,37.65
19655,St Marks Hospital,Kiambu,Kiambu,Other Hospital,Private Practice - General Practitioner,8,0,f,f,Operational,-1.166667,36.833333
14118,St Mark's Lela Dispensary,Kisumu,Kisumu West,Dispensary,Local Authority,0,0,f,f,Operational,-0.10221,34.761711
17340,St Marks Medical Clinic,Nyeri,Kieni East,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-0.416667,36.95
15651,St Martin De Porres (Static),Nakuru,Kuresoi,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-0.303099,36.080026
16644,St Martin Medical Clinic,Makueni,Kibwezi,Medical Clinic,Private Enterprise (Institution),1,0,f,f,Operational,-1.8,37.616667
11048,St Mary (ACK) Dispensary (Ngariama),Kirinyaga,Kirinyaga East,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.5,37.283333
10746,St Mary (ACK) Mugumo Dispensary,Kirinyaga,Kirinyaga East,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.5,37.283333
15652,St Mary Health Centre (Kiserian),Kajiado,Kajiado North,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,14,0,f,f,Operational,-1.85,36.783333
11052,St Mary Health Clinic,Kirinyaga,Kirinyaga North,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.5,37.283333
11054,St Mary Laboratory (Mwea),Kirinyaga,Kirinyaga South,Laboratory (Stand-alone),Private Enterprise (Institution),0,0,f,f,Operational,-0.5,37.283333
18173,St Mary Magdalene Kanjuu Dispensary,Kirinyaga,Kirinyaga East,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.533333,37.45
15653,St Mary Medical Clinic (Nakuru North),Nakuru,Nakuru North,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.303099,36.080026
17748,St Mary Medical Clinic Gatundu,Kiambu,Gatundu North,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.166667,36.833333
16139,St Mary's Dispensary (Lugari),Kakamega,Lugari,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,0.284767,34.752308
14119,St Mary's Health Centre (Mbita),Homa Bay,Mbita,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,10,0,f,f,Operational,-0.516667,34.45
16140,St Mary's Health Unit Chelelemuk,Busia,Teso North,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,7,7,f,f,Operational,0.46,34.11
15654,St Mary's Hospital (Gilgil),Nakuru,Gilgil,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,127,5,f,f,Operational,-0.303099,36.080026
15656,St Mary's Kalokol Primary Health Care Programme,Turkana,Turkana Central,Health Programme,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,3.116667,35.6
15655,St Mary's Kapsoya Dispensary,Uasin Gishu,Eldoret East,Dispensary,Other Faith Based,0,0,f,f,Operational,0.514277,35.269779
13216,St Mary's Medical Clinic,Nairobi,Kibra,Maternity Home,Private Enterprise (Institution),5,0,f,f,Operational,-1.286389,36.817223
11820,St Mary's Medical Clinic (Malindi),Kilifi,Magarini,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-3.633333,39.85
11055,St Mary's Medical Clinic (Ruiru),Kiambu,Ruiru,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,-1.166667,36.833333
12764,St Marys Medical Clinic (Runyenjes),Embu,Embu East,Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,-0.533333,37.45
20821,St Mary's Medical Clinic(Mwingi Central),Kitui,Mwingi Central,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-1.366667,38.016667
13218,St Mary's Mission Hospital,Nairobi,Langata,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,299,0,f,f,Operational,-1.286389,36.817223
20657,St Mary's Mission International Medical Clinic,Kiambu,Gatundu,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-1.166667,36.833333
18603,St Mary's Mother & Child Medical Services,Kiambu,Kiambu,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-1.166667,36.833333
11654,St Marys Msabaha Catholic Dispensary,Kilifi,Malindi,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-3.216667,40.116667
20037,St Mathews Kandaria Dispensary,Siaya,Rarieda,Dispensary,Ministry of Health,0,0,f,f,Operational,0.066667,34.283333
15657,St Mathews Maternity and Lab Services,Kajiado,Kajiado North,Maternity Home,Private Enterprise (Institution),0,0,f,f,Operational,-1.85,36.783333
19438,St Maurice Medical Services,Nairobi,Embakasi Central,Medical Clinic,Private Practice - Nurse / Midwife,2,1,f,f,Operational,-1.286389,36.817223
14059,St Mercelline Roo Dispensary (Suba),Homa Bay,Suba,Dispensary,Other Faith Based,4,0,f,f,Operational,-0.516667,34.45
12766,St Michael (Miaani) Mission Dispensary,Machakos,Machakos,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-1.516667,37.266667
19332,St Michael Community Nursing Home,Nairobi,Roysambu,Medical Clinic,Private Practice - General Practitioner,6,2,f,f,Operational,-1.286389,36.817223
18179,St Michael Goodwill Medical Clinic,Kiambu,Ruiru,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.166667,36.833333
11061,St Michael Medical Clinic (Nyeri South),Nyeri,Mukurweini,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.416667,36.95
19194,St Michael Medical Clinic -Kangundo,Machakos,Kangundo,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-1.516667,37.266667
16250,St Michael Medical Services,Machakos,Athi River,Medical Clinic,Private Enterprise (Institution),1,2,f,f,Operational,-1.516667,37.266667
12768,St Michael Nursing Home,Embu,Embu East,Nursing Home,Private Enterprise (Institution),47,2,f,f,Operational,-0.533333,37.45
21237,St Michaels Uzima Laboratories Clinic,Nyandarua,Kinangop,Medical Clinic,Private Practice - Unspecified,0,0,f,f,Operational,-0.183333,36.366667
16657,St Monica Catholic Dispensary (Nguutani),Kitui,Mwingi West,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-1.366667,38.016667
14120,St Monica Hospital,Kisumu,Kisumu East,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,100,10,f,f,Operational,-0.10221,34.761711
17044,St Monica Medical Clinic,Nakuru,Subukia,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.303099,36.080026
15659,St Monica Medical Clinic (Dundori),Nakuru,Nakuru North,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.303099,36.080026
15660,St Monica Medical Clinic (Nakuru),Nakuru,Nakuru North,Medical Clinic,Private Practice - Clinical Officer,0,0,f,f,Operational,-0.303099,36.080026
14121,St Monica Rapogi Health Centre,Migori,Uriri,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,34,0,f,f,Operational,-1.066667,34.466667
15661,St Monica's Nakwamekwi Dispensary,Turkana,Turkana Central,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,3.116667,35.6
10765,St Mulumba Mission Hospital,Kiambu,Thika West,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,80,0,f,f,Operational,-1.033333,37.066667
18114,St Nicholas Medical Clinic,Embu,Manyatta,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-0.533333,37.45
14122,St Norah's Clinc,Nyamira,Borabu,Medical Clinic,Private Enterprise (Institution),1,0,f,f,Operational,-0.633333,34.933333
17676,ST Olivia Health Care,Kiambu,Limuru,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.166667,36.833333
12769,St Orsola Mission Hospital,Tharaka Nithi,Tharaka South,Other Hospital,Christian Health Association of Kenya,107,0,f,f,Operational,0.05,37.65
13222,St Patrick Health Care Centre,Nairobi,Embakasi Central,Health Centre,Private Enterprise (Institution),12,2,f,f,Operational,-1.286389,36.817223
19297,St Patrick Medical Centre,Nairobi,Ruaraka,Medical Clinic,Private Practice - General Practitioner,0,0,f,f,Operational,-1.286389,36.817223
18305,St Patricks Dispensary,Mombasa,Changamwe,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-4.043477,39.668205
15662,St Patrick's Kanamkemer Dispensary,Turkana,Turkana Central,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,3.116667,35.6
14123,St Paul Dispensary,Siaya,Ugunja,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,0.066667,34.283333
18537,St Paul Ithiki (ACK ) Dispensary,Murang'a,Kiharu,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.716667,37.15
18548,St Paul Kiamuri (ACK) Dispensary,Murang'a,Kiharu,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.716667,37.15
12770,St Paul Medical Clinic (Makutano),Machakos,Mwala,Medical Clinic,Private Practice - Clinical Officer,1,0,f,f,Operational,-1.516667,37.266667
18477,St Pauline Medical Clinic,Murang'a,Muranga South,Maternity Home,Private Practice - Nurse / Midwife,5,0,f,f,Operational,-0.716667,37.15
16143,St Pauline Nursing Home and Marternity,Kakamega,Kakamega East (Shinyalu),Nursing Home,Private Enterprise (Institution),10,0,f,f,Operational,0.284767,34.752308
17930,St Pauls Ejinja Dispensary,Kakamega,Matungu,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,4,0,f,f,Operational,0.284767,34.752308
18190,St Paul's Hospital,Kajiado,Kajiado North,Other Hospital,Private Practice - General Practitioner,5,0,f,f,Operational,-1.286389,36.817223
11823,St Paul's Medical Clinic (Malindi),Kilifi,Malindi,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Not-Operational,-3.216667,40.116667
20224,St Pauls Ndumbuli Community Health Centre,Machakos,Mwala,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,-1.516667,37.266667
17392,St Pery's Medical Clinic,Nairobi,Kibra,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.286389,36.817223
15663,St Peter Claver R Clinic,Kajiado,Kajiado North,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.85,36.783333
17462,St Peter Orthodox Church Dispenasary,Kiambu,Kikuyu,Dispensary,Other Faith Based,0,0,f,f,Operational,-1.166667,36.833333
17982,St Peter Orthodox Kanjeru Dispensary,Kiambu,Kikuyu,Dispensary,Other Faith Based,0,0,f,f,Operational,-1.166667,36.833333
17983,St Peters (ACK) Dispensary,Kiambu,Kikuyu,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-1.166667,36.833333
21134,St Peter's AIPCA,Meru,Igembe Central,Dispensary,Christian Health Association of Kenya,0,0,f,f,Pending Opening,0.05,37.65
18017,St Peter's Catholic Dispensary (Ng'onyi),Meru,Imenti North,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,f,f,Operational,0.05,37.65
16978,St Peters Gaitheri (ACK) Dispensary,Murang'a,Mathioya,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.716667,37.15
11824,St Peter's Hospital,Kilifi,Malindi,Health Centre,Private Practice - Clinical Officer,4,0,f,f,Operational,-3.216667,40.116667
17141,St Peters Medical Clinic,Kiambu,Kiambu,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.166667,36.833333
15665,St Peter's Medical Clinic,Kajiado,Loitoktok,Medical Clinic,Private Practice - Nurse / Midwife,4,0,f,f,Operational,-1.85,36.783333
11067,St Philips (ACK) Dispensary Ndiriti,Kirinyaga,Kirinyaga Central,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.5,37.283333
16145,St Pius Musoli Health Centre,Kakamega,Kakamega South (Ikolomani),Health Centre,Other Faith Based,19,5,f,f,Operational,0.284767,34.752308
17488,St Raphael Arch Medical,Uasin Gishu,Eldoret West,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,9,2,f,f,Operational,0.516667,35.283333
18515,St Raphael Dispensary,Trans Nzoia,Trans Nzoia West,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,10,2,f,f,Operational,1.016667,34.983333
18843,St Richard Medical Clinic,Mombasa,Kisauni,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-4.043477,39.668205
17406,St Stephen (ACK) Cura Dispensary,Kiambu,Kikuyu,Dispensary,Other Faith Based,0,0,f,f,Operational,-1.166667,36.833333
17440,St Stephen's Children Clinic Gatondo,Embu,Manyatta,Medical Clinic,Christian Health Association of Kenya,0,0,f,f,Operational,-0.533333,37.45
17429,St Stephen's Kiandagae (ACK) Dispensary,Kirinyaga,Kirinyaga West,Dispensary,Christian Health Association of Kenya,0,0,f,f,Operational,-0.5,37.283333
16146,St Susan Clinic,Kakamega,Kakamega South (Ikolomani),Medical Clinic,Private Enterprise (Institution),0,0,f,f,Operational,0.284767,34.752308
12772,St Teresa Medical Clinic,Machakos,Mwala,Medical Clinic,Private Practice - Nurse / Midwife,0,0,f,f,Operational,-1.516667,37.266667
